订单编号,单据编号,单据类型,商品编号,商户订单号,商品名称,费用发生时间,费用计费时间,费用结算时间,费用项,金额,币种,商家应收/应付,钱包结算备注,店铺号,京东门店编号,品牌门店编号,门店名称,备注,收支方向,账单日期,商品数量
="3442276016889687",="50700126031919072750403507",订单,="10163132090712",="202603200000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 4.0A/20V【俩电标配+22*42防爆套筒】",2026-03-19 12:29:26,2026-03-19 13:10:04,2026-03-20 08:53:34,商品保险服务费,-4.30,CNY,应付,2026年3月19日商家结算款,21796493,,,,JD19314847416625993442276016889687,支出,20260319,0
="3442267003336530",="50700126031919076901398907",订单,="10179244273655",="202603200000011463290270031","天旗防爆电钻无刷电机化工厂冲击钻孔电起子工业手持电动螺丝刀 20V/2A 无冲击【两电一充+礼包】",2026-03-19 15:22:56,2026-03-19 16:00:34,2026-03-20 08:53:34,商品保险服务费,-3.21,CNY,应付,2026年3月19日商家结算款,21796493,,,,JD50133442267003336530,支出,20260319,0
="3441423003814991",="50700126031919065020251407",订单,="10179244273655",="202603200000011463290270031","天旗防爆电钻无刷电机化工厂冲击钻孔电起子工业手持电动螺丝刀 20V/2A 无冲击【两电一充+礼包】",2026-03-18 11:39:54,2026-03-19 09:31:07,2026-03-20 08:53:34,商品保险服务费,-0.92,CNY,应付,2026年3月19日商家结算款,21796493,,,,JD50333441423003814991,支出,20260319,0
="3441423003814991",="50700126031919065019960807",非销售单,="10179244273655",="202603200000011463290270031","天旗防爆电钻无刷电机化工厂冲击钻孔电起子工业手持电动螺丝刀 20V/2A 无冲击【两电一充+礼包】",2026-03-18 11:39:54,2026-03-19 09:31:06,2026-03-20 08:53:34,运费保险服务费,-0.39,CNY,应付,2026年3月19日商家结算款,21796493,,,,JD60773441423003814991,支出,20260319,0
="3442491014810210",="50700126031919084312136707",订单,="10163132090713",="202603200000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 5.0A/20V【俩电标配+22*42防爆套筒】",2026-03-19 20:06:56,2026-03-19 20:07:41,2026-03-20 08:53:34,商品保险服务费,-2.23,CNY,应付,2026年3月19日商家结算款,21796493,,,,JD19314847416625993442491014810210,支出,20260319,0
="3441498009175125",="50700126031919065990357307",订单,="10176597499228",="202603200000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 600N,M 4.0A/21V【俩电标配】",2026-03-18 11:52:55,2026-03-19 10:25:54,2026-03-20 08:53:34,商品保险服务费,-3.89,CNY,应付,2026年3月19日商家结算款,21796493,,,,JD19314847416625993441498009175125,支出,20260319,0
="3442267003336530",="50700126031919076889252907",非销售单,="10179244273655",="202603200000011463290270031","天旗防爆电钻无刷电机化工厂冲击钻孔电起子工业手持电动螺丝刀 20V/2A 无冲击【两电一充+礼包】",2026-03-19 15:22:56,2026-03-19 16:00:33,2026-03-20 08:53:34,运费保险服务费,-0.30,CNY,应付,2026年3月19日商家结算款,21796493,,,,JD60773442267003336530,支出,20260319,0
="3442491009628229",="50700126031919083539309007",订单,="10163132090712",="202603200000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 4.0A/20V【俩电标配+22*42防爆套筒】",2026-03-19 19:40:56,2026-03-19 19:41:19,2026-03-20 08:53:34,商品保险服务费,-2.11,CNY,应付,2026年3月19日商家结算款,21796493,,,,JD19314847416625993442491009628229,支出,20260319,0
="3441423003814991",="50700126031919065018363607",非销售单,="10179244273655",="202603200000011463290270031","天旗防爆电钻无刷电机化工厂冲击钻孔电起子工业手持电动螺丝刀 20V/2A 无冲击【两电一充+礼包】",2026-03-18 11:39:54,2026-03-19 09:31:06,2026-03-20 08:53:34,运费保险服务费,-3.22,CNY,应付,2026年3月19日商家结算款,21796493,,,,JD59993441423003814991,支出,20260319,0
="3442267003336530",="50700126031919076902979907",订单,="10179244273655",="202603200000011463290270031","天旗防爆电钻无刷电机化工厂冲击钻孔电起子工业手持电动螺丝刀 20V/2A 无冲击【两电一充+礼包】",2026-03-19 15:22:56,2026-03-19 16:00:33,2026-03-20 08:53:34,商品保险服务费,-0.92,CNY,应付,2026年3月19日商家结算款,21796493,,,,JD50333442267003336530,支出,20260319,0
="3442267003336530",="50700126031919076902685507",非销售单,="10179244273655",="202603200000011463290270031","天旗防爆电钻无刷电机化工厂冲击钻孔电起子工业手持电动螺丝刀 20V/2A 无冲击【两电一充+礼包】",2026-03-19 15:22:56,2026-03-19 16:00:34,2026-03-20 08:53:34,运费保险服务费,-2.43,CNY,应付,2026年3月19日商家结算款,21796493,,,,JD59993442267003336530,支出,20260319,0
="3442491009623692",="50700126031919083620212207",订单,="10163132090713",="202603200000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 5.0A/20V【俩电标配+22*42防爆套筒】",2026-03-19 19:43:41,2026-03-19 19:43:58,2026-03-20 08:53:34,商品保险服务费,-2.23,CNY,应付,2026年3月19日商家结算款,21796493,,,,JD19314847416625993442491009623692,支出,20260319,0
="3441423003814991",="50700126031919065030003807",订单,="10179244273655",="202603200000011463290270031","天旗防爆电钻无刷电机化工厂冲击钻孔电起子工业手持电动螺丝刀 20V/2A 无冲击【两电一充+礼包】",2026-03-18 11:39:54,2026-03-19 09:31:06,2026-03-20 08:53:34,商品保险服务费,-3.21,CNY,应付,2026年3月19日商家结算款,21796493,,,,JD50133441423003814991,支出,20260319,0
="3441498009175125",="50700126032019090218995807",非销售单,="10176597499228",="202603210000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 600N,M 4.0A/21V【俩电标配】",2026-03-18 11:52:55,2026-03-20 09:04:02,2026-03-21 12:02:51,运费保险服务费,-1.40,CNY,应付,2026年3月20日商家结算款,21796493,,,,JD59993441498009175125,支出,20260320,0
="3443427018670243",="50700126032019091199908907",订单,="10162520317131",="202603210000011463290270031","天旗防爆角磨机磨光机手砂轮无刷锂电切割抛光机电动多功能打磨机 4A/20V【俩电一充+礼包】",2026-03-20 08:43:39,2026-03-20 10:03:32,2026-03-21 12:02:51,商品保险服务费,-2.64,CNY,应付,2026年3月20日商家结算款,21796493,,,,JD50133443427018670243,支出,20260320,0
="3443233004168367",="50700126032019103496443407",订单,="10163132090713",="202603210000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 5.0A/20V【俩电标配+22*42防爆套筒】",2026-03-20 16:30:58,2026-03-20 16:34:55,2026-03-21 12:02:51,商品保险服务费,-4.53,CNY,应付,2026年3月20日商家结算款,21796493,,,,JD19314847416625993443233004168367,支出,20260320,0
="3441461017937945",="50700126032019090601938407",订单,="10163132090715",="202603210000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 5.0A/20V【俩电标配+22*60防爆套筒】",2026-03-18 17:14:49,2026-03-20 09:28:21,2026-03-21 12:02:51,商品保险服务费,-11.56,CNY,应付,2026年3月20日商家结算款,21796493,,,,JD50133441461017937945,支出,20260320,0
="3441461017937945",="50700126032019090605912107",非销售单,="10163132090715",="202603210000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 5.0A/20V【俩电标配+22*60防爆套筒】",2026-03-18 17:14:49,2026-03-20 09:28:21,2026-03-21 12:02:51,运费保险服务费,-3.82,CNY,应付,2026年3月20日商家结算款,21796493,,,,JD59993441461017937945,支出,20260320,0
="3441461002957264",="50700126032019090525810207",订单,="10165000894208",="202603210000011463290270031","补差价链接",2026-03-18 17:21:13,2026-03-20 09:23:24,2026-03-21 12:02:51,商品保险服务费,-0.51,CNY,应付,2026年3月20日商家结算款,21796493,,,,JD50133441461002957264,支出,20260320,0
="3443427018670243",="50700126032019091199613907",非销售单,="10162520317131",="202603210000011463290270031","天旗防爆角磨机磨光机手砂轮无刷锂电切割抛光机电动多功能打磨机 4A/20V【俩电一充+礼包】",2026-03-20 08:43:39,2026-03-20 10:03:32,2026-03-21 12:02:51,运费保险服务费,-1.25,CNY,应付,2026年3月20日商家结算款,21796493,,,,JD59993443427018670243,支出,20260320,0
="3443427018670243",="50700126032019091198313307",非销售单,="10162520317131",="202603210000011463290270031","天旗防爆角磨机磨光机手砂轮无刷锂电切割抛光机电动多功能打磨机 4A/20V【俩电一充+礼包】",2026-03-20 08:43:39,2026-03-20 10:03:31,2026-03-21 12:02:51,运费保险服务费,-0.83,CNY,应付,2026年3月20日商家结算款,21796493,,,,JD60773443427018670243,支出,20260320,0
="3443274002666423",="50700126032019100193394207",订单,="10163132090715",="202603210000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 5.0A/20V【俩电标配+22*60防爆套筒】",2026-03-20 13:29:29,2026-03-20 14:02:01,2026-03-21 12:02:51,商品保险服务费,-2.33,CNY,应付,2026年3月20日商家结算款,21796493,,,,JD19314847416625993443274002666423,支出,20260320,0
="3440460002635525",="10100126032019102619162707",订单,="10169711562611",="202603210000011463290270031","天旗防爆电动搬运车液压托盘车工厂仓库车间1.5t工作运输地牛叉车 载荷1500KG【EXBY-1.5T/JL】",2026-03-17 15:06:11,2026-03-17 15:09:25,2026-03-21 12:02:51,佣金,-542.74,CNY,应付,2026年3月20日商家结算款,21796493,,,,,支出,20260320,1
="3441498009175125",="50700126032019090215413007",订单,="10176597499228",="202603210000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 600N,M 4.0A/21V【俩电标配】",2026-03-18 11:52:55,2026-03-20 09:04:01,2026-03-21 12:02:51,商品保险服务费,-4.80,CNY,应付,2026年3月20日商家结算款,21796493,,,,JD50133441498009175125,支出,20260320,0
="3443274017277661",="50700126032019100267716307",订单,="10163132090715",="202603210000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 5.0A/20V【俩电标配+22*60防爆套筒】",2026-03-20 13:30:55,2026-03-20 14:05:06,2026-03-21 12:02:51,商品保险服务费,-2.33,CNY,应付,2026年3月20日商家结算款,21796493,,,,JD19314847416625993443274017277661,支出,20260320,0
="3440460002635525",="10100126032019102619162507",订单,="10169711562611",="202603210000011463290270031","天旗防爆电动搬运车液压托盘车工厂仓库车间1.5t工作运输地牛叉车 载荷1500KG【EXBY-1.5T/JL】",2026-03-17 15:06:11,2026-03-17 15:09:25,2026-03-21 12:02:51,货款,6784.30,CNY,应收,2026年3月20日商家结算款,21796493,,,,,收入,20260320,1
="3440460002635525",="50700126032019090224929107",非销售单,="10169711562611",="202603210000011463290270031","天旗防爆电动搬运车液压托盘车工厂仓库车间1.5t工作运输地牛叉车 载荷1500KG【EXBY-1.5T/JL】",2026-03-17 15:06:11,2026-03-20 09:04:49,2026-03-21 12:02:51,运费保险服务费,-0.16,CNY,应付,2026年3月20日商家结算款,21796493,,,,JD60773440460002635525,支出,20260320,0
="3441498009175125",="50700126032019090219695607",非销售单,="10176597499228",="202603210000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 600N,M 4.0A/21V【俩电标配】",2026-03-18 11:52:55,2026-03-20 09:04:02,2026-03-21 12:02:51,运费保险服务费,-0.27,CNY,应付,2026年3月20日商家结算款,21796493,,,,JD60773441498009175125,支出,20260320,0
="3440460002635525",="50700126032019090221253907",非销售单,="10169711562611",="202603210000011463290270031","天旗防爆电动搬运车液压托盘车工厂仓库车间1.5t工作运输地牛叉车 载荷1500KG【EXBY-1.5T/JL】",2026-03-17 15:06:11,2026-03-20 09:04:50,2026-03-21 12:02:51,运费保险服务费,-0.36,CNY,应付,2026年3月20日商家结算款,21796493,,,,JD59983440460002635525,支出,20260320,0
="3440460002635525",="50700126032019102486167607",订单,="10169711562611",="202603210000011463290270031","天旗防爆电动搬运车液压托盘车工厂仓库车间1.5t工作运输地牛叉车 载荷1500KG【EXBY-1.5T/JL】",2026-03-17 15:06:11,2026-03-20 15:44:19,2026-03-21 12:02:51,商品保险服务费,-16.92,CNY,应付,2026年3月20日商家结算款,21796493,,,,JD60963440460002635525,支出,20260320,0
="3441461017937945",="50700126032019090608292707",非销售单,="10163132090715",="202603210000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 5.0A/20V【俩电标配+22*60防爆套筒】",2026-03-18 17:14:49,2026-03-20 09:28:22,2026-03-21 12:02:51,运费保险服务费,-2.69,CNY,应付,2026年3月20日商家结算款,21796493,,,,JD60773441461017937945,支出,20260320,0
="3440460002635525",="50700126032019090230398007",订单,="10169711562611",="202603210000011463290270031","天旗防爆电动搬运车液压托盘车工厂仓库车间1.5t工作运输地牛叉车 载荷1500KG【EXBY-1.5T/JL】",2026-03-17 15:06:11,2026-03-20 09:04:49,2026-03-21 12:02:51,商品保险服务费,-20.31,CNY,应付,2026年3月20日商家结算款,21796493,,,,JD50133440460002635525,支出,20260320,0
="3443427018670243",="50700126032019091195340807",订单,="10162520317131",="202603210000011463290270031","天旗防爆角磨机磨光机手砂轮无刷锂电切割抛光机电动多功能打磨机 4A/20V【俩电一充+礼包】",2026-03-20 08:43:39,2026-03-20 10:03:32,2026-03-21 12:02:51,商品保险服务费,-0.92,CNY,应付,2026年3月20日商家结算款,21796493,,,,JD50333443427018670243,支出,20260320,0
="3440460002635525",="10100126032019102619162807",订单,="10169711562611",="202603210000011463290270031","天旗防爆电动搬运车液压托盘车工厂仓库车间1.5t工作运输地牛叉车 载荷1500KG【EXBY-1.5T/JL】",2026-03-17 15:06:11,2026-03-17 15:09:25,2026-03-21 12:02:51,交易服务费,-40.71,CNY,应付,2026年3月20日商家结算款,21796493,,,,,支出,20260320,1
="3443433018504359",="50700126032019103560067807",订单,="10163132090713",="202603210000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 5.0A/20V【俩电标配+22*42防爆套筒】",2026-03-20 16:37:40,2026-03-20 16:37:58,2026-03-21 12:02:51,商品保险服务费,-4.53,CNY,应付,2026年3月20日商家结算款,21796493,,,,JD19314847416625993443433018504359,支出,20260320,0
="3439423003283162",="10100126032119126365706807",订单,="10165000894208",="202603220000011463290270031","补差价链接",2026-03-16 16:28:40,2026-03-16 16:31:45,2026-03-22 08:55:18,佣金,-5.20,CNY,应付,2026年3月21日商家结算款,21796493,,,,,支出,20260321,1
="3435428002209023",="50700126032119126676203807",订单,="10180277048947",="202603220000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 900N,M 7.5A/21V【俩电标配】",2026-03-12 20:49:13,2026-03-21 13:34:39,2026-03-22 08:55:18,商品保险服务费,-6.70,CNY,应付,2026年3月21日商家结算款,21796493,,,,JD60963435428002209023,支出,20260321,0
="3441445017687783",="50700126032119117751482807",非销售单,="10163132090713",="202603220000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 5.0A/20V【俩电标配+22*42防爆套筒】",2026-03-18 20:28:28,2026-03-21 09:36:22,2026-03-22 08:55:18,运费保险服务费,-1.07,CNY,应付,2026年3月21日商家结算款,21796493,,,,JD60773441445017687783,支出,20260321,0
="3441445017687783",="50700126032119117750489207",非销售单,="10163132090713",="202603220000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 5.0A/20V【俩电标配+22*42防爆套筒】",2026-03-18 20:28:28,2026-03-21 09:36:23,2026-03-22 08:55:18,运费保险服务费,-7.07,CNY,应付,2026年3月21日商家结算款,21796493,,,,JD59993441445017687783,支出,20260321,0
="3435428002209023",="10100126032119125883421607",订单,="10180277048947",="202603220000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 900N,M 7.5A/21V【俩电标配】",2026-03-12 20:49:13,2026-03-12 20:52:50,2026-03-22 08:55:18,佣金,-214.32,CNY,应付,2026年3月21日商家结算款,21796493,,,,,支出,20260321,1
="3444284000060105",="50700126032119122361611807",订单,="10163132090713",="202603220000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 5.0A/20V【俩电标配+22*42防爆套筒】",2026-03-21 11:44:40,2026-03-21 12:03:45,2026-03-22 08:55:18,商品保险服务费,-2.23,CNY,应付,2026年3月21日商家结算款,21796493,,,,JD19314847416625993444284000060105,支出,20260321,0
="3435428002209023",="10100126032119125883421507",订单,="10180277048947",="202603220000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 900N,M 7.5A/21V【俩电标配】",2026-03-12 20:49:13,2026-03-12 20:52:50,2026-03-22 08:55:18,货款,2679.00,CNY,应收,2026年3月21日商家结算款,21796493,,,,,收入,20260321,1
="3439423003283162",="10100126032119126365706907",订单,="10165000894208",="202603220000011463290270031","补差价链接",2026-03-16 16:28:40,2026-03-16 16:31:45,2026-03-22 08:55:18,交易服务费,-3.12,CNY,应付,2026年3月21日商家结算款,21796493,,,,,支出,20260321,1
="3441445017687783",="50700126032119117739839107",订单,="10163132090713",="202603220000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 5.0A/20V【俩电标配+22*42防爆套筒】",2026-03-18 20:28:28,2026-03-21 09:36:22,2026-03-22 08:55:18,商品保险服务费,-17.17,CNY,应付,2026年3月21日商家结算款,21796493,,,,JD50133441445017687783,支出,20260321,0
="3435428002209023",="10100126032119125883421707",订单,="10180277048947",="202603220000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 900N,M 7.5A/21V【俩电标配】",2026-03-12 20:49:13,2026-03-12 20:52:50,2026-03-22 08:55:18,交易服务费,-16.07,CNY,应付,2026年3月21日商家结算款,21796493,,,,,支出,20260321,1
="3439423003283162",="10100126032119126365706607",订单,="10165000894208",="202603220000011463290270031","补差价链接",2026-03-16 16:28:40,2026-03-16 16:31:45,2026-03-22 08:55:18,货款,520.00,CNY,应收,2026年3月21日商家结算款,21796493,,,,,收入,20260321,1
="3438445016830297",="50700126032219147142850307",订单,="10176597499228",="202603230000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 600N,M 4.0A/21V【俩电标配】",2026-03-15 14:14:00,2026-03-22 10:29:39,2026-03-23 12:04:24,商品保险服务费,-16.42,CNY,应付,2026年3月22日商家结算款,21796493,,,,JD60963438445016830297,支出,20260322,0
="3438445016830297",="10100126032219147315150207",订单,="10176597499228",="202603230000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 600N,M 4.0A/21V【俩电标配】",2026-03-15 14:14:00,2026-03-15 14:17:05,2026-03-23 12:04:24,佣金,-526.50,CNY,应付,2026年3月22日商家结算款,21796493,,,,,支出,20260322,4
="3434440000854350",="50700126032219161275101807",订单,="10176597499228",="202603230000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 600N,M 4.0A/21V【俩电标配】",2026-03-11 12:25:30,2026-03-22 17:14:19,2026-03-23 12:04:24,商品保险服务费,-4.05,CNY,应付,2026年3月22日商家结算款,21796493,,,,JD60963434440000854350,支出,20260322,0
="3438445016830297",="10100126032219147315150107",订单,="10176597499228",="202603230000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 600N,M 4.0A/21V【俩电标配】",2026-03-15 14:14:00,2026-03-15 14:17:05,2026-03-23 12:04:24,货款,6581.30,CNY,应收,2026年3月22日商家结算款,21796493,,,,,收入,20260322,4
="3434440000854350",="10100126032219161488321807",订单,="10176597499228",="202603230000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 600N,M 4.0A/21V【俩电标配】",2026-03-11 12:25:30,2026-03-11 12:28:41,2026-03-23 12:04:24,佣金,-130.74,CNY,应付,2026年3月22日商家结算款,21796493,,,,,支出,20260322,1
="3445211006924200",="50700126032219169010136207",订单,="10163132090715",="202603230000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 5.0A/20V【俩电标配+22*60防爆套筒】",2026-03-22 21:18:00,2026-03-22 21:19:56,2026-03-23 12:04:24,商品保险服务费,-2.33,CNY,应付,2026年3月22日商家结算款,21796493,,,,JD19314847416625993445211006924200,支出,20260322,0
="3434440000854350",="10100126032219161488321907",订单,="10176597499228",="202603230000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 600N,M 4.0A/21V【俩电标配】",2026-03-11 12:25:30,2026-03-11 12:28:41,2026-03-23 12:04:24,交易服务费,-9.81,CNY,应付,2026年3月22日商家结算款,21796493,,,,,支出,20260322,1
="3438445016830297",="10100126032219147315150307",订单,="10176597499228",="202603230000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 600N,M 4.0A/21V【俩电标配】",2026-03-15 14:14:00,2026-03-15 14:17:05,2026-03-23 12:04:24,交易服务费,-39.49,CNY,应付,2026年3月22日商家结算款,21796493,,,,,支出,20260322,4
="3434440000854350",="10100126032219161488321607",订单,="10176597499228",="202603230000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 600N,M 4.0A/21V【俩电标配】",2026-03-11 12:25:30,2026-03-11 12:28:41,2026-03-23 12:04:24,货款,1634.30,CNY,应收,2026年3月22日商家结算款,21796493,,,,,收入,20260322,1
="3443274017277661",="50700126032319179957067107",订单,="10163132090715",="202603240000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 5.0A/20V【俩电标配+22*60防爆套筒】",2026-03-20 13:30:55,2026-03-23 12:35:49,2026-03-24 08:43:11,商品保险服务费,-2.91,CNY,应付,2026年3月23日商家结算款,21796493,,,,JD50133443274017277661,支出,20260323,0
="3443274002666423",="50700126032319179973904107",非销售单,="10163132090715",="202603240000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 5.0A/20V【俩电标配+22*60防爆套筒】",2026-03-20 13:29:29,2026-03-23 12:35:55,2026-03-24 08:43:11,运费保险服务费,-0.20,CNY,应付,2026年3月23日商家结算款,21796493,,,,JD60773443274002666423,支出,20260323,0
="3444284000060105",="50700126032319193305864207",订单,="10163132090713",="202603240000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 5.0A/20V【俩电标配+22*42防爆套筒】",2026-03-21 11:44:40,2026-03-23 20:20:24,2026-03-24 08:43:11,商品保险服务费,-2.79,CNY,应付,2026年3月23日商家结算款,21796493,,,,JD50133444284000060105,支出,20260323,0
="3442491014810210",="50700126032319179490128707",非销售单,="10163132090713",="202603240000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 5.0A/20V【俩电标配+22*42防爆套筒】",2026-03-19 20:06:56,2026-03-23 12:25:30,2026-03-24 08:43:11,运费保险服务费,-0.24,CNY,应付,2026年3月23日商家结算款,21796493,,,,JD60773442491014810210,支出,20260323,0
="3443274002666423",="50700126032319179982717907",订单,="10163132090715",="202603240000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 5.0A/20V【俩电标配+22*60防爆套筒】",2026-03-20 13:29:29,2026-03-23 12:36:10,2026-03-24 08:43:11,商品保险服务费,-2.91,CNY,应付,2026年3月23日商家结算款,21796493,,,,JD50133443274002666423,支出,20260323,0
="3444284000060105",="50700126032319193310430607",非销售单,="10163132090713",="202603240000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 5.0A/20V【俩电标配+22*42防爆套筒】",2026-03-21 11:44:40,2026-03-23 20:20:24,2026-03-24 08:43:11,运费保险服务费,-0.93,CNY,应付,2026年3月23日商家结算款,21796493,,,,JD59993444284000060105,支出,20260323,0
="3445211006924200",="50700126032319193335800207",非销售单,="10163132090715",="202603240000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 5.0A/20V【俩电标配+22*60防爆套筒】",2026-03-22 21:18:00,2026-03-23 20:21:09,2026-03-24 08:43:11,运费保险服务费,-0.91,CNY,应付,2026年3月23日商家结算款,21796493,,,,JD59993445211006924200,支出,20260323,0
="3445211006924200",="50700126032319193332816607",订单,="10163132090715",="202603240000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 5.0A/20V【俩电标配+22*60防爆套筒】",2026-03-22 21:18:00,2026-03-23 20:21:10,2026-03-24 08:43:11,商品保险服务费,-0.92,CNY,应付,2026年3月23日商家结算款,21796493,,,,JD50333445211006924200,支出,20260323,0
="3442491014810210",="50700126032319179426437607",非销售单,="10163132090713",="202603240000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 5.0A/20V【俩电标配+22*42防爆套筒】",2026-03-19 20:06:56,2026-03-23 12:24:13,2026-03-24 08:43:11,运费保险服务费,-0.93,CNY,应付,2026年3月23日商家结算款,21796493,,,,JD59993442491014810210,支出,20260323,0
="3443274017277661",="50700126032319180053918807",非销售单,="10163132090715",="202603240000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 5.0A/20V【俩电标配+22*60防爆套筒】",2026-03-20 13:30:55,2026-03-23 12:37:45,2026-03-24 08:43:11,运费保险服务费,-0.91,CNY,应付,2026年3月23日商家结算款,21796493,,,,JD59993443274017277661,支出,20260323,0
="3443274017277661",="50700126032319179966770307",非销售单,="10163132090715",="202603240000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 5.0A/20V【俩电标配+22*60防爆套筒】",2026-03-20 13:30:55,2026-03-23 12:36:00,2026-03-24 08:43:11,运费保险服务费,-0.20,CNY,应付,2026年3月23日商家结算款,21796493,,,,JD60773443274017277661,支出,20260323,0
="3443274002666423",="50700126032319180001607207",非销售单,="10163132090715",="202603240000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 5.0A/20V【俩电标配+22*60防爆套筒】",2026-03-20 13:29:29,2026-03-23 12:36:33,2026-03-24 08:43:11,运费保险服务费,-0.91,CNY,应付,2026年3月23日商家结算款,21796493,,,,JD59993443274002666423,支出,20260323,0
="3444284000060105",="50700126032319193313517207",非销售单,="10163132090713",="202603240000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 5.0A/20V【俩电标配+22*42防爆套筒】",2026-03-21 11:44:40,2026-03-23 20:20:24,2026-03-24 08:43:11,运费保险服务费,-0.24,CNY,应付,2026年3月23日商家结算款,21796493,,,,JD60773444284000060105,支出,20260323,0
="3445211006924200",="50700126032319193323173707",订单,="10163132090715",="202603240000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 5.0A/20V【俩电标配+22*60防爆套筒】",2026-03-22 21:18:00,2026-03-23 20:21:09,2026-03-24 08:43:11,商品保险服务费,-2.91,CNY,应付,2026年3月23日商家结算款,21796493,,,,JD50133445211006924200,支出,20260323,0
